,HMP ID,Organism Name,Domain,NCBI Superkingdom,HMP Isolation Body Site,Project Status,NCBI Submission Status,NCBI Project ID,Gene Count,IMG/HMP ID,Funding Source,Name Category,Name Details
124,230,Clostridium sp. A2-232,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,18209,0,0,NIH-HMP,Clostridium,sp. A2-232
125,233,Clostridium ramosum DSM 1402,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,19663,3169,641736198,NIH-HMP NHGRI,Clostridium,ramosum DSM 1402
126,234,Clostridium sp. M62/1,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,18205,4164,643886005,NIH-HMP NHGRI,Clostridium,sp. M62/1
127,235,Clostridium scindens ATCC 35704,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,18175,3995,641736197,NIH-HMP NHGRI,Clostridium,scindens ATCC 35704
128,237,Clostridiales bacterium hmp_mda_pilot_jcvi_0009,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217547,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium hmp_mda_pilot_jcvi_0009
129,238,Clostridiales bacterium hmp_mda_pilot_jcvi_0015,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217548,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium hmp_mda_pilot_jcvi_0015
130,239,Clostridium sp. ATCC BAA-442,BACTERIAL,NO KINGDOM,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,38735,5243,0,NIH-HMP Jumpstart Supplement,Clostridium,sp. ATCC BAA-442
131,240,Clostridium sp. D5,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,32459,4553,651285002,NIH-NHGRI,Clostridium,sp. D5
132,241,Clostridiales bacterium ORNL_1OR_Ab51_62,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217549,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium ORNL_1OR_Ab51_62
133,242,Clostridiales bacterium ORNL_1OR_Ab54_54,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217551,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium ORNL_1OR_Ab54_54
134,243,Clostridiales bacterium ORNL_2OR_ORNL_218,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217552,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium ORNL_2OR_ORNL_218
135,244,Clostridiales bacterium ORNL_2OR_SA_143_Oral,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217553,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium ORNL_2OR_SA_143_Oral
136,245,Clostridiales bacterium ORNL_2OR_SD_357,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217554,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium ORNL_2OR_SD_357
137,246,Clostridiales bacterium ORNL_2OR_SG_389,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217555,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium ORNL_2OR_SG_389
138,247,Clostridiales bacterium ORNL_6EZ3_SD_37,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217556,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium ORNL_6EZ3_SD_37
139,248,Clostridiales bacterium ORNL_6EZ3_SF_43,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217557,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium ORNL_6EZ3_SF_43
140,249,Clostridiales bacterium ORNL_6EZ3_SF_46,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217558,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium ORNL_6EZ3_SF_46
141,250,Clostridiales bacterium ORNL_6EZ3_SF_47,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217559,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium ORNL_6EZ3_SF_47
142,251,Clostridiales bacterium ORNL_6EZ3_SF_49,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217560,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium ORNL_6EZ3_SF_49
143,252,Clostridiales bacterium ORNL_6EZ3_SF_51,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217561,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium ORNL_6EZ3_SF_51
144,253,Clostridiales bacterium ORNL_6EZ3_SF_67,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217562,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium ORNL_6EZ3_SF_67
145,254,Clostridiales bacterium ORNL_6EZ5-Gt_3_Pl2-125,BACTERIAL,Bacteria,unknown,In Progress,2. project has NCBI project id,217563,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium ORNL_6EZ5-Gt_3_Pl2-125
146,255,Clostridiales bacterium ORNL_6EZ5-Gt_5_Pl1-53,BACTERIAL,Bacteria,unknown,In Progress,2. project has NCBI project id,217564,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium ORNL_6EZ5-Gt_5_Pl1-53
147,256,Clostridiales bacterium ORNL_6EZ5-Gt_5_Pl1-54,BACTERIAL,Bacteria,unknown,In Progress,2. project has NCBI project id,217565,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium ORNL_6EZ5-Gt_5_Pl1-54
148,257,Clostridiales bacterium ORNL_6EZ5-Gt_6_Pl2-146,BACTERIAL,Bacteria,unknown,In Progress,2. project has NCBI project id,217566,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium ORNL_6EZ5-Gt_6_Pl2-146
149,258,Clostridiales bacterium ORNL_6EZ5-Gt_7_Pl1-68,BACTERIAL,Bacteria,unknown,In Progress,2. project has NCBI project id,217567,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium ORNL_6EZ5-Gt_7_Pl1-68
150,259,Clostridiales bacterium ORNL_6EZ5-Gt_9_Pl2-165,BACTERIAL,Bacteria,unknown,In Progress,2. project has NCBI project id,217568,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium ORNL_6EZ5-Gt_9_Pl2-165
151,262,Clostridium sp. ATCC 29733,BACTERIAL,NO KINGDOM,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,181040,3692,0,NIH-HMP Jumpstart Supplement,Clostridium,sp. ATCC 29733
152,264,Clostridium spiroforme DSM 1552,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,18925,2465,641736169,NIH-HMP NHGRI,Clostridium,spiroforme DSM 1552
153,265,Clostridium sporogenes ATCC 15579,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,20549,3767,642791615,NIH-HMP NHGRI,Clostridium,sporogenes ATCC 15579
154,266,Clostridium symbiosum ATCC 14940,BACTERIAL,NO KINGDOM,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,18183,4978,0,NIH-HMP NHGRI,Clostridium,symbiosum ATCC 14940
155,268,Collinsella aerofaciens ATCC 25986,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,18167,2367,640612206,NIH-HMP NHGRI,Collinsella,aerofaciens ATCC 25986
156,270,Collinsella intestinalis DSM 13280,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,29307,1784,642979320,NIH-HMP NHGRI,Collinsella,intestinalis DSM 13280
157,271,Collinsella stercoris DSM 13279,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,19665,2529,642979321,NIH-HMP NHGRI,Collinsella,stercoris DSM 13279
158,274,Coprococcus comes ATCC 27758,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,20525,3913,643886116,NIH-HMP NHGRI,Coprococcus,comes ATCC 27758
159,275,Coprococcus eutactus ATCC 27759,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,18187,2982,641380422,NIH-HMP NHGRI,Coprococcus,eutactus ATCC 27759
160,276,Corynebacterium accolens ATCC 49725,BACTERIAL,Bacteria,airways,Complete,6. annotation (and sequence) public on NCBI site,31443,2333,643886058,NIH-HMP Jumpstart Supplement,Corynebacterium,accolens ATCC 49725
161,277,Corynebacterium accolens ATCC 49726,BACTERIAL,Bacteria,airways,Complete,6. annotation (and sequence) public on NCBI site,50523,2360,648276632,NIH-HMP Jumpstart Supplement,Corynebacterium,accolens ATCC 49726
162,281,Corynebacterium ammoniagenes DSM 20306,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,38319,2654,647000230,NIH-HMP Jumpstart Supplement,Corynebacterium,ammoniagenes DSM 20306
163,282,Corynebacterium amycolatum SK46,BACTERIAL,Bacteria,skin,Complete,6. annotation (and sequence) public on NCBI site,31007,2103,642979306,NIH-HMP Jumpstart Supplement,Corynebacterium,amycolatum SK46
164,284,Corynebacterium aurimucosum ATCC 700975,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,31451,2672,645951870,NIH-HMP Jumpstart Supplement,Corynebacterium,aurimucosum ATCC 700975
165,290,Corynebacterium efficiens YS-314 DSM 44549,BACTERIAL,Bacteria,skin,Complete,6. annotation (and sequence) public on NCBI site,34585,3026,645951842,NIH-HMP Jumpstart Supplement,Corynebacterium,efficiens YS-314 DSM 44549
166,291,Corynebacterium genitalium ATCC 33030,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,34587,2226,648276633,NIH-HMP Jumpstart Supplement,Corynebacterium,genitalium ATCC 33030
167,293,Corynebacterium glucuronalyticum ATCC 51866,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,31549,2733,643886137,NIH-HMP Jumpstart Supplement,Corynebacterium,glucuronalyticum ATCC 51866
168,294,Corynebacterium glucuronalyticum ATCC 51867,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,30957,2645,643886147,NIH-HMP Jumpstart Supplement,Corynebacterium,glucuronalyticum ATCC 51867
169,297,Corynebacterium jeikeium ATCC 43734,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,31445,2224,647000231,NIH-HMP Jumpstart Supplement,Corynebacterium,jeikeium ATCC 43734
170,298,Corynebacterium lipophiloflavum DSM 44291,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,31447,2371,643886002,NIH-HMP Jumpstart Supplement,Corynebacterium,lipophiloflavum DSM 44291
171,299,Corynebacterium matruchotii ATCC 14266,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,31011,2619,648276634,NIH-HMP Jumpstart Supplement,Corynebacterium,matruchotii ATCC 14266
172,300,Corynebacterium matruchotii ATCC 33806,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,30771,3144,643886207,NIH-HMP Jumpstart Supplement,Corynebacterium,matruchotii ATCC 33806
173,305,Corynebacterium pseudogenitalium ATCC 33035,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,30955,2493,643886084,NIH-HMP Jumpstart Supplement,Corynebacterium,pseudogenitalium ATCC 33035
174,307,Corynebacterium sp. DNF00584,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,257375,2623,0,NIH-HMP Sequencing Center,Corynebacterium,sp. DNF00584
175,308,Corynebacterium striatum ATCC 6940,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,31449,2677,643886057,NIH-HMP Jumpstart Supplement,Corynebacterium,striatum ATCC 6940
176,311,Corynebacterium tuberculostearicum SK141,BACTERIAL,Bacteria,skin,Complete,6. annotation (and sequence) public on NCBI site,31009,2210,645058719,NIH-HMP Jumpstart Supplement,Corynebacterium,tuberculostearicum SK141
177,321,Dermacoccus sp. Ellin185,BACTERIAL,Bacteria,skin,Complete,6. annotation (and sequence) public on NCBI site,34079,2919,649989926,NIH-HMP Sequencing Center,Dermacoccus,sp. Ellin185
178,322,Desulfitobacterium hafniense DP7,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,30023,5407,2522572064,NIH-HMP Sequencing Center,Desulfitobacterium,hafniense DP7
179,323,Desulfovibrio piger ATCC 29098,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,18161,3114,642979316,NIH-HMP Jumpstart Supplement,Desulfovibrio,piger ATCC 29098
180,325,Desulfovibrio piger GOR1,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,2. project has NCBI project id,30377,0,0,NIH-HMP,Desulfovibrio,piger GOR1
181,326,Desulfovibrio sp. 3_1_syn3,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,42529,3096,648861008,NIH-NHGRI,Desulfovibrio,sp. 3_1_syn3
182,327,Dialister invisus DSM 15470,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,33143,1954,645951833,NIH-NHGRI,Dialister,invisus DSM 15470
183,331,Dorea formicigenerans ATCC 27755,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,18155,3277,641736133,NIH-HMP NHGRI,Dorea,formicigenerans ATCC 27755
184,332,Dorea longicatena DSM 13814,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,18157,2970,640963046,NIH-HMP NHGRI,Dorea,longicatena DSM 13814
185,334,Edwardsiella tarda ATCC 23685,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,28661,3964,647000237,NIH-HMP NHGRI,Edwardsiella,tarda ATCC 23685
186,335,Eikenella corrodens ATCC 23834,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,30493,2627,643886208,NIH-HMP Jumpstart Supplement,Eikenella,corrodens ATCC 23834
187,337,Enhydrobacter aerosaccus SK60,BACTERIAL,Bacteria,skin,Complete,6. annotation (and sequence) public on NCBI site,31335,2573,645951810,NIH-HMP Jumpstart Supplement,Enhydrobacter,aerosaccus SK60
188,345,Enterococcus faecalis ATCC 29200,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,31459,2955,643886004,NIH-HMP Jumpstart Supplement,Enterococcus,faecalis ATCC 29200
189,346,Enterococcus faecalis HH22,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,31457,3227,643886073,NIH-NHGRI,Enterococcus,faecalis HH22
190,347,Enterococcus faecalis TUSoD Ef11,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,31415,2705,645058711,NIH-HMP Jumpstart Supplement,Enterococcus,faecalis TUSoD Ef11
191,348,Enterococcus faecalis TX0104,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,30623,3273,643886065,NIH-NHGRI,Enterococcus,faecalis TX0104
192,349,Enterococcus faecalis TX1322,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,31461,3006,643886064,NIH-NHGRI,Enterococcus,faecalis TX1322
193,351,Enterococcus faecium DO,BACTERIAL,Bacteria,blood,Complete,6. annotation (and sequence) public on NCBI site,30627,3114,645951856,NIH-HMP Jumpstart Supplement,Enterococcus,faecium DO
194,352,Enterococcus faecium TX1330,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,31463,2777,643886120,NIH-NHGRI,Enterococcus,faecium TX1330
195,357,Erysipelothrix rhusiopathiae ATCC 19414,BACTERIAL,Bacteria,skin,Complete,6. annotation (and sequence) public on NCBI site,31465,1645,645951852,NIH-HMP Jumpstart Supplement,Erysipelothrix,rhusiopathiae ATCC 19414
196,358,Escherichia coli 83972,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,31467,5255,643886067,NIH-HMP Jumpstart Supplement,Escherichia,coli 83972
197,364,Escherichia sp. 4_1_40B,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,32467,4498,645058836,NIH-NHGRI,Escherichia,sp. 4_1_40B
198,366,Eubacterium biforme DSM 3989,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,29269,2529,642979360,NIH-HMP NHGRI,Eubacterium,biforme DSM 3989
199,367,Eubacterium cylindroides ATCC 27803,BACTERIAL,NO KINGDOM,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,38321,2057,0,NIH-HMP Jumpstart Supplement,Eubacterium,cylindroides ATCC 27803
200,368,Eubacterium dolichum DSM 3991,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,18927,2350,641380446,NIH-HMP NHGRI,Eubacterium,dolichum DSM 3991
201,369,Anaerostipes hadrus DSM 3319,BACTERIAL,NO KINGDOM,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,38323,2791,0,NIH-HMP Sequencing Center,Anaerostipes,hadrus DSM 3319
202,370,Eubacterium sp. L2-7,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,18207,0,0,NIH-HMP,Eubacterium,sp. L2-7
203,371,Eubacterium hallii DSM 3353,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,18177,3233,643886203,NIH-HMP NHGRI,Eubacterium,hallii DSM 3353
204,372,Flavonifractor plautii ATCC 29863,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,18189,4278,2513237287,NIH-HMP Sequencing Center,Flavonifractor,plautii ATCC 29863
205,373,Eubacterium ramulus ATCC 29099,BACTERIAL,NO KINGDOM,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,181041,3461,0,NIH-HMP Jumpstart Supplement,Eubacterium,ramulus ATCC 29099
206,374,Eubacterium siraeum DSM 15702,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,18921,2703,641736184,NIH-HMP NHGRI,Eubacterium,siraeum DSM 15702
207,375,Eubacterium ventriosum ATCC 27560,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,18159,2802,640963022,NIH-HMP NHGRI,Eubacterium,ventriosum ATCC 27560
208,377,Eubacterium saphenum ATCC 49989,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,33149,954,645058705,NIH-NHGRI,Eubacterium,saphenum ATCC 49989
209,378,Eubacterium nodatum ATCC 33099,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,89653,1691,0,NIH-HMP,Eubacterium,nodatum ATCC 33099
210,379,Eubacterium yurii subsp. margaretiae ATCC 43715,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,50511,2134,648276673,NIH-HMP Jumpstart Supplement,Eubacterium,yurii subsp. margaretiae ATCC 43715
211,380,Eubacterium infirmum F0142,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,52085,1765,2513237384,NIH-HMP Sequencing Center,Eubacterium,infirmum F0142
212,381,Eubacterium saburreum DSM 3986,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,52981,2954,649989950,NIH-HMP Jumpstart Supplement,Eubacterium,saburreum DSM 3986
213,386,Faecalibacterium prausnitzii M21/2,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,18203,3493,641380420,NIH-HMP NHGRI,Faecalibacterium,prausnitzii M21/2
214,387,Faecalibacterium prausnitzii A2-165,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,18199,3475,645951831,NIH-HMP NHGRI,Faecalibacterium,prausnitzii A2-165
215,388,Mobiluncus curtisii ATCC 51333,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52983,1855,649989973,NIH-HMP Jumpstart Supplement,Mobiluncus,curtisii ATCC 51333
216,389,Filifactor alocis ATCC 35896,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,30485,1641,2511231077,NIH-HMP Jumpstart Supplement,Filifactor,alocis ATCC 35896
217,390,Flavobacteriia bacterium hmp_mda_pilot_jcvi_0014,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217576,0,0,NIH-HMP Sequencing Center,Flavobacteriia,bacterium hmp_mda_pilot_jcvi_0014
218,391,Finegoldia magna ATCC 53516,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,31469,1838,648276675,NIH-NHGRI,Finegoldia,magna ATCC 53516
219,394,Fusobacterium gonidiaformans ATCC 25563,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,32419,1618,645951804,NIH-NHGRI,Fusobacterium,gonidiaformans ATCC 25563
220,395,Fusobacterium mortiferum ATCC 9817,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,32421,2538,646206254,NIH-NHGRI,Fusobacterium,mortiferum ATCC 9817
